"","Nest_Code","Day_of_trial","Daily_score","Predator","Treatment","Round_of_experiment","Start_date_of_trial","Site","GPS_coordinates","Number_of_trees_within_20m","Distance_to_path","Distance_to_building","Distance_to_edge_of_heath","Heath_degradation_Score","Removed_YN"
"627","3D",3,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"628","3D",4,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"629","3D",5,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"630","3D",6,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"631","3D",7,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"632","40C",1,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"633","40C",2,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"634","40C",3,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"635","40C",4,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"636","40C",5,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"637","40C",6,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"638","40C",7,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"639","40D",1,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"640","40D",2,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"641","40D",3,1,"Unidentified","Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"642","40D",4,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"643","40D",5,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"644","40D",6,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"645","40D",7,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"646","41D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"647","41D",2,4,"Rodent","Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"648","41D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"649","41D",4,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"650","41D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"651","41D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"652","41D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"653","42D",1,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"654","42D",2,4,"Rodent","Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"655","42D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"656","42D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"657","42D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"658","42D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"659","42D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"660","43D",1,2,"Unidentified","Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"661","43D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"662","43D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"663","43D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"664","43D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"665","43D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"666","43D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"667","44D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"668","44D",2,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"669","44D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"670","44D",4,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"671","44D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"672","44D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"673","44D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"674","45D",1,2,"Unidentified","Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"675","45D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"676","45D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"677","45D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"678","45D",5,3,"Rodent","Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"679","45D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"680","45D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"681","46D",1,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"682","46D",2,1,"Unidentified","Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"683","46D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"684","46D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"685","46D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"686","46D",6,3,"Rodent","Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"687","46D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"688","47D",1,4,"Rodent","Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"689","47D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"690","47D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"691","47D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"692","47D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"693","47D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"694","47D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"695","48D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"696","48D",2,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"697","48D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"698","48D",4,3,"Rodent","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"699","48D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"700","48D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"701","48D",7,3,"Rodent","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"702","49D",1,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"703","49D",2,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"704","49D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"705","49D",4,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"706","49D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"707","49D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"708","49D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"718","4B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"719","4B",2,1,"Unidentified","Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"720","4B",3,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"721","4B",4,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"722","4B",5,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"723","4B",6,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"724","4B",7,NA,"Large_Mammal/Bird","Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"Y"
"725","4C",1,1,"Unidentified","Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"726","4C",2,4,"Rodent","Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"727","4C",3,0,NA,"Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"728","4C",4,0,NA,"Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"729","4C",5,0,NA,"Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"730","4C",6,0,NA,"Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"731","4C",7,2,"Rodent","Experimental","R2","12/08/2019","S3","(50.7594444, -1.9589725",2,0,530,530,0,"N"
"732","4D",1,0,NA,"Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"733","4D",2,0,NA,"Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"734","4D",3,0,NA,"Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"735","4D",4,2,"Rodent","Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"736","4D",5,0,NA,"Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"737","4D",6,2,"Rodent","Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"738","4D",7,0,NA,"Control","R3","25/08/2019","S6","(50.7586607, -1.9754808)",3,15,109,103,0,"N"
"739","50D",1,3,"Rodent","Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"740","50D",2,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"741","50D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"742","50D",4,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"743","50D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"744","50D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"745","50D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7612339, -1.9443578)",15,6,495,122,0,"N"
"755","5B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7656238, -1.9602559)",4,11,730,81,0,"N"
"756","5B",2,0,NA,"Control","R1","01/08/2019","S2","(50.7656238, -1.9602559)",4,11,730,81,0,"N"
"757","5B",3,2,"Rodent","Control","R1","01/08/2019","S2","(50.7656238, -1.9602559)",4,11,730,81,0,"N"
"758","5B",4,NA,"Large_Mammal/Bird","Control","R1","01/08/2019","S2","(50.7656238, -1.9602559)",4,11,730,81,0,"Y"
"759","5C",1,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"760","5C",2,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"761","5C",3,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"762","5C",4,2,"Rodent","Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"763","5C",5,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"764","5C",6,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"765","5C",7,0,NA,"Control","R2","12/08/2019","S3","(50.7588626, -1.9582671)",2,3,515,515,0,"N"
"766","5D",1,0,NA,"Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"767","5D",2,1,"Unidentified","Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"768","5D",3,0,NA,"Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"769","5D",4,0,NA,"Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"770","5D",5,0,NA,"Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"771","5D",6,1,"Unidentified","Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"772","5D",7,0,NA,"Experimental","R3","25/08/2019","S6","(50.7588950, -1.9756038)",2,13,134,128,0,"N"
"782","6B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7655650, -1.9598405)",3,9,725,94,0,"N"
"783","6B",2,3,"Rodent","Control","R1","01/08/2019","S2","(50.7655650, -1.9598405)",3,9,725,94,0,"N"
"784","6B",3,0,NA,"Control","R1","01/08/2019","S2","(50.7655650, -1.9598405)",3,9,725,94,0,"N"
"785","6B",4,0,NA,"Control","R1","01/08/2019","S2","(50.7655650, -1.9598405)",3,9,725,94,0,"N"
"786","6B",5,NA,"Large_Mammal/Bird","Control","R1","01/08/2019","S2","(50.7655650, -1.9598405)",3,9,725,94,0,"Y"
"787","6C",1,0,NA,"Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"788","6C",2,0,NA,"Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"789","6C",3,0,NA,"Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"790","6C",4,2,"Rodent","Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"791","6C",5,0,NA,"Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"792","6C",6,0,NA,"Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"793","6C",7,4,"Large Mammal","Experimental","R2","12/08/2019","S3","(50.7584357, -1.9577249)",1,8,500,475,0,"N"
"794","6D",1,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"795","6D",2,2,"Unidentified","Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"796","6D",3,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"797","6D",4,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"798","6D",5,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"799","6D",6,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"800","6D",7,0,NA,"Control","R3","25/08/2019","S6","(50.7592770, -1.9756277)",1,27,175,168,0,"N"
"810","7B",1,0,NA,"Experimental","R1","01/08/2019","S2","(50.7653701, -1.9595193)",3,28,715,125,0,"N"
"811","7B",2,0,NA,"Experimental","R1","01/08/2019","S2","(50.7653701, -1.9595193)",3,28,715,125,0,"N"
"812","7B",3,NA,"Large_Mammal/Bird","Experimental","R1","01/08/2019","S2","(50.7653701, -1.9595193)",3,28,715,125,0,"Y"
"813","7C",1,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"814","7C",2,3,"Rodent","Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"815","7C",3,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"816","7C",4,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"817","7C",5,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"818","7C",6,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"819","7C",7,0,NA,"Control","R2","12/08/2019","S3","(50.7582395, -1.9567248)",2,14,485,450,0,"N"
"820","7D",1,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"821","7D",2,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"822","7D",3,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"823","7D",4,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"824","7D",5,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"825","7D",6,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"826","7D",7,0,NA,"Experimental","R3","25/08/2019","S6","(50.7593228, -1.9761162)",2,5,150,135,1,"N"
"836","8B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7654189, -1.9591894)",7,41,690,129,0,"N"
"837","8B",2,0,NA,"Control","R1","01/08/2019","S2","(50.7654189, -1.9591894)",7,41,690,129,0,"N"
"838","8B",3,NA,"Large_Mammal/Bird","Control","R1","01/08/2019","S2","(50.7654189, -1.9591894)",7,41,690,129,0,"Y"
"839","8C",1,2,"Rodent","Control","R2","12/08/2019","S3","(50.7578057, -1.9568529)",0,23,430,400,0,"N"
"840","8C",2,0,NA,"Control","R2","12/08/2019","S3","(50.7578057, -1.9568529)",0,23,430,400,0,"N"
"841","8C",3,0,NA,"Control","R2","12/08/2019","S3","(50.7578057, -1.9568529)",0,23,430,400,0,"N"
"842","8C",4,NA,"Large_Mammal/Bird","Control","R2","12/08/2019","S3","(50.7578057, -1.9568529)",0,23,430,400,0,"Y"
"843","8D",1,2,"Rodent","Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"844","8D",2,0,NA,"Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"845","8D",3,0,NA,"Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"846","8D",4,0,NA,"Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"847","8D",5,3,"Rodent","Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"848","8D",6,3,"Rodent","Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"849","8D",7,0,NA,"Experimental","R3","25/08/2019","S6","(50.7596624, -1.9765352)",0,21,169,155,0,"N"
"859","9B",1,3,"Rodent","Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"860","9B",2,4,"Unidentified","Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"861","9B",3,0,NA,"Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"862","9B",4,0,NA,"Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"863","9B",5,3,"Rodent","Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"864","9B",6,0,NA,"Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"865","9B",7,0,NA,"Control","R1","01/08/2019","S2","(50.7656532, -1.9589286)",4,52,660,112,1,"N"
"866","9C",1,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"867","9C",2,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"868","9C",3,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"869","9C",4,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"870","9C",5,2,"Rodent","Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"871","9C",6,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"872","9C",7,0,NA,"Experimental","R2","12/08/2019","S3","(50.7587232, -1.9568975)",4,19,525,500,0,"N"
"873","9D",1,0,NA,"Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"874","9D",2,2,"Rodent","Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"875","9D",3,0,NA,"Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"876","9D",4,3,"Rodent","Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"877","9D",5,0,NA,"Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"878","9D",6,0,NA,"Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
"879","9D",7,1,"Unidentified","Control","R3","25/08/2019","S6","(50.7590815, -1.9765363)",1,23,112,99,0,"N"
